Customer_ID,Age,Gender,Location
C1376,42,Male,Mumbai
C1377,47,Male,Delhi
C1378,57,Male,Kolkata
C1379,22,Male,Chennai
C1380,58,Male,Kolkata
C1381,30,Other,Mumbai
C1382,42,Female,Mumbai
C1383,49,Male,Mumbai
C1384,20,Other,Chennai
C1385,51,Female,Kolkata
C1386,58,Other,Bangalore
C1387,47,Male,Bangalore
C1388,25,Male,Mumbai
C1389,28,Female,Kolkata
C1390,36,Other,Chennai
C1391,35,Other,Delhi
C1392,58,Female,Chennai
C1393,60,Female,Delhi
C1394,23,Male,Bangalore
C1395,55,Male,Chennai
C1396,43,Female,Kolkata
C1397,47,Other,Kolkata
C1398,25,Other,Mumbai
C1399,38,Male,Bangalore
C1400,45,Female,Delhi
C1401,33,Female,Chennai
C1402,42,Male,Chennai
C1403,30,Female,Kolkata
C1404,27,Female,Delhi
C1405,26,Female,Kolkata
C1406,60,Other,Delhi
C1407,47,Female,Chennai
C1408,21,Other,Bangalore
C1409,38,Female,Chennai
C1410,29,Male,Kolkata
C1411,47,Other,Delhi
C1412,32,Male,Kolkata
C1413,23,Female,Kolkata
C1414,53,Female,Kolkata
C1415,50,Other,Bangalore
C1416,58,Female,Chennai
C1417,58,Other,Kolkata
C1418,55,Male,Delhi
C1419,43,Female,Kolkata
C1420,46,Female,Kolkata
C1421,54,Other,Delhi
C1422,34,Male,Delhi
C1423,34,Other,Chennai
C1424,49,Other,Delhi
C1425,31,Other,Mumbai
C1426,53,Female,Chennai
C1427,35,Male,Bangalore
C1428,55,Female,Bangalore
C1429,37,Other,Chennai
C1430,18,Male,Chennai
C1431,20,Male,Chennai
C1432,19,Other,Chennai
C1433,25,Male,Chennai
C1434,30,Female,Delhi
C1435,30,Female,Chennai
C1436,23,Other,Mumbai
C1437,37,Female,Chennai
C1438,56,Male,Bangalore
C1439,57,Male,Mumbai
C1440,50,Male,Delhi
C1441,50,Other,Kolkata
C1442,27,Female,Mumbai
C1443,28,Male,Chennai
C1444,28,Other,Kolkata
C1445,34,Female,Chennai
C1446,58,Female,Kolkata
C1447,30,Female,Bangalore
C1448,35,Male,Mumbai
C1449,38,Female,Bangalore
C1450,60,Other,Bangalore
C1451,39,Female,Chennai
C1452,59,Male,Mumbai
C1453,29,Male,Delhi
C1454,41,Other,Mumbai
C1455,42,Other,Delhi
C1456,58,Other,Bangalore
C1457,19,Male,Bangalore
C1458,48,Male,Kolkata
C1459,27,Female,Mumbai
C1460,22,Male,Bangalore
C1461,40,Male,Mumbai
C1462,19,Other,Mumbai
C1463,49,Male,Kolkata
C1464,29,Female,Delhi
C1465,54,Female,Kolkata
C1466,49,Female,Kolkata
C1467,21,Male,Delhi
C1468,54,Female,Mumbai
C1469,45,Female,Bangalore
C1470,21,Female,Kolkata
C1471,28,Other,Bangalore
C1472,29,Male,Bangalore
C1473,42,Female,Chennai
C1474,29,Female,Bangalore
C1475,37,Other,Chennai
C1476,59,Female,Kolkata
C1477,58,Female,Kolkata
C1478,57,Male,Delhi
C1479,22,Male,Chennai
C1480,55,Female,Mumbai
C1481,32,Other,Chennai
C1482,29,Female,Bangalore
C1483,47,Male,Bangalore
C1484,47,Female,Delhi
C1485,52,Other,Mumbai
C1486,44,Male,Mumbai
C1487,18,Other,Bangalore
C1488,30,Other,Kolkata
C1489,36,Female,Chennai
C1490,44,Other,Mumbai
C1491,35,Female,Bangalore
C1492,20,Female,Delhi
C1493,60,Female,Mumbai
C1494,60,Male,Delhi
C1495,57,Other,Bangalore
C1496,57,Female,Delhi
C1497,46,Other,Mumbai
C1498,51,Other,Chennai
C1499,30,Other,Chennai
C1500,39,Male,Delhi
C1501,29,Male,Delhi
C1502,40,Female,Mumbai
C1503,37,Female,Kolkata
C1504,27,Male,Mumbai
C1505,43,Female,Delhi
C1506,53,Female,Bangalore
C1507,45,Female,Kolkata
C1508,28,Female,Bangalore
C1509,30,Male,Delhi
C1510,23,Male,Kolkata
C1511,43,Female,Mumbai
C1512,21,Male,Kolkata
C1513,28,Male,Kolkata
C1514,27,Other,Kolkata
C1515,39,Other,Delhi
C1516,50,Male,Kolkata
C1517,47,Female,Mumbai
C1518,42,Male,Chennai
C1519,21,Male,Mumbai
C1520,20,Female,Kolkata
C1521,19,Male,Mumbai
C1522,60,Male,Mumbai
C1523,36,Female,Chennai
C1524,55,Male,Delhi
C1525,48,Female,Kolkata
C1526,49,Female,Bangalore
C1527,30,Female,Mumbai
C1528,36,Female,Chennai
C1529,22,Other,Bangalore
C1530,18,Female,Bangalore
C1531,32,Female,Kolkata
C1532,50,Other,Mumbai
C1533,36,Other,Chennai
C1534,26,Female,Delhi
C1535,46,Other,Mumbai
C1536,19,Other,Kolkata
C1537,21,Male,Delhi
C1538,58,Other,Mumbai
C1539,59,Other,Chennai
C1540,42,Female,Bangalore
C1541,48,Female,Kolkata
C1542,29,Other,Chennai
C1543,56,Female,Bangalore
C1544,32,Male,Bangalore
C1545,37,Female,Kolkata
C1546,25,Female,Delhi
C1547,52,Female,Chennai
C1548,51,Other,Kolkata
C1549,57,Male,Delhi
C1550,19,Female,Delhi
C1551,47,Female,Mumbai
C1552,37,Female,Delhi
C1553,45,Male,Delhi
C1554,48,Female,Bangalore
C1555,35,Other,Mumbai
C1556,33,Male,Chennai
C1557,57,Female,Bangalore
C1558,38,Female,Delhi
C1559,46,Male,Mumbai
C1560,23,Male,Kolkata
C1561,21,Other,Chennai
C1562,33,Male,Delhi
C1563,25,Male,Chennai
C1564,28,Other,Mumbai
C1565,29,Female,Mumbai
C1566,21,Female,Bangalore
C1567,50,Female,Mumbai
C1568,34,Female,Chennai
C1569,41,Male,Kolkata
C1570,18,Female,Mumbai
C1571,28,Female,Kolkata
C1572,45,Other,Mumbai
C1573,50,Female,Mumbai
C1574,54,Male,Delhi
C1575,56,Male,Delhi
C1576,32,Other,Mumbai
C1577,51,Other,Delhi
C1578,42,Other,Bangalore
C1579,21,Female,Delhi
C1580,27,Female,Mumbai
C1581,36,Female,Bangalore
C1582,33,Female,Bangalore
C1583,26,Other,Bangalore
C1584,34,Male,Bangalore
C1585,47,Male,Chennai
C1586,54,Male,Bangalore
C1587,46,Other,Mumbai
C1588,54,Male,Mumbai
C1589,33,Male,Mumbai
C1590,26,Female,Mumbai
C1591,24,Other,Bangalore
C1592,53,Female,Bangalore
C1593,27,Other,Delhi
C1594,55,Female,Delhi
C1595,44,Female,Bangalore
C1596,46,Female,Bangalore
C1597,33,Male,Bangalore
C1598,43,Female,Bangalore
C1599,53,Other,Delhi
C1600,56,Female,Bangalore
C1601,52,Other,Kolkata
C1602,26,Other,Kolkata
C1603,36,Male,Kolkata
C1604,41,Male,Delhi
C1605,37,Other,Mumbai
C1606,32,Male,Bangalore
C1607,44,Other,Kolkata
C1608,38,Male,Chennai
C1609,25,Other,Mumbai
C1610,29,Male,Delhi
C1611,40,Female,Delhi
C1612,50,Male,Bangalore
C1613,41,Female,Bangalore
C1614,49,Other,Delhi
C1615,21,Male,Bangalore
C1616,37,Other,Delhi
C1617,58,Female,Chennai
C1618,53,Male,Mumbai
C1619,57,Other,Delhi
C1620,35,Male,Bangalore
C1621,36,Female,Chennai
C1622,54,Male,Mumbai
C1623,32,Other,Chennai
C1624,46,Male,Mumbai
C1625,50,Other,Bangalore
C1626,50,Male,Chennai
C1627,47,Female,Chennai
C1628,43,Female,Bangalore
C1629,23,Female,Mumbai
C1630,27,Female,Bangalore
C1631,57,Female,Bangalore
C1632,23,Female,Delhi
C1633,18,Male,Bangalore
C1634,46,Other,Kolkata
C1635,39,Male,Chennai
C1636,29,Other,Delhi
C1637,59,Other,Mumbai
C1638,45,Male,Delhi
C1639,59,Other,Kolkata
C1640,21,Other,Mumbai
C1641,26,Other,Bangalore
C1642,34,Other,Kolkata
C1643,33,Other,Delhi
C1644,44,Male,Delhi
C1645,29,Male,Chennai
C1646,42,Female,Delhi
C1647,43,Female,Chennai
C1648,28,Other,Mumbai
C1649,46,Male,Delhi
C1650,53,Other,Mumbai
C1651,29,Male,Kolkata
C1652,25,Other,Kolkata
C1653,36,Other,Chennai
C1654,25,Female,Delhi
C1655,36,Other,Bangalore
C1656,44,Other,Bangalore
C1657,26,Female,Kolkata
C1658,40,Female,Kolkata
C1659,60,Female,Mumbai
C1660,22,Other,Bangalore
C1661,18,Male,Delhi
C1662,41,Other,Kolkata
C1663,56,Male,Kolkata
C1664,46,Other,Delhi
C1665,55,Other,Bangalore
C1666,27,Other,Kolkata
C1667,34,Male,Chennai
C1668,50,Male,Kolkata
C1669,27,Other,Kolkata
C1670,30,Male,Chennai
C1671,22,Other,Delhi
C1672,49,Other,Kolkata
C1673,28,Female,Delhi
C1674,59,Other,Kolkata
C1675,52,Other,Chennai
C1676,28,Female,Bangalore
C1677,30,Other,Mumbai
C1678,31,Other,Chennai
C1679,26,Female,Kolkata
C1680,20,Other,Delhi
C1681,27,Other,Chennai
C1682,57,Other,Bangalore
C1683,43,Female,Mumbai
C1684,34,Other,Mumbai
C1685,25,Other,Mumbai
C1686,27,Female,Mumbai
C1687,18,Other,Delhi
C1688,34,Male,Kolkata
C1689,18,Male,Mumbai
C1690,25,Other,Bangalore
C1691,20,Other,Kolkata
C1692,59,Other,Chennai
C1693,43,Other,Bangalore
C1694,39,Other,Bangalore
C1695,60,Male,Mumbai
C1696,51,Other,Delhi
C1697,48,Male,Chennai
C1698,27,Other,Bangalore
C1699,39,Male,Kolkata
C1700,25,Female,Delhi
C1701,23,Other,Mumbai
C1702,18,Male,Delhi
C1703,35,Female,Bangalore
C1704,57,Male,Kolkata
C1705,28,Female,Delhi
C1706,27,Other,Chennai
C1707,43,Female,Delhi
C1708,58,Female,Mumbai
C1709,36,Female,Bangalore
C1710,42,Male,Delhi
C1711,46,Other,Bangalore
C1712,26,Female,Delhi
C1713,51,Male,Kolkata
C1714,27,Other,Delhi
C1715,60,Other,Chennai
C1716,21,Other,Mumbai
C1717,24,Other,Chennai
C1718,31,Other,Mumbai
C1719,48,Male,Mumbai
C1720,49,Male,Delhi
C1721,55,Male,Mumbai
C1722,57,Other,Mumbai
C1723,50,Male,Chennai
C1724,56,Male,Delhi
C1725,20,Male,Chennai
C1726,57,Female,Kolkata
C1727,42,Other,Chennai
C1728,55,Female,Mumbai
C1729,42,Female,Bangalore
C1730,57,Female,Bangalore
C1731,60,Female,Kolkata
C1732,38,Male,Kolkata
C1733,24,Other,Bangalore
C1734,19,Female,Mumbai
C1735,37,Male,Chennai
C1736,23,Other,Bangalore
C1737,50,Female,Mumbai
C1738,42,Female,Mumbai
C1739,37,Male,Mumbai
C1740,59,Other,Bangalore
C1741,34,Male,Bangalore
C1742,24,Male,Kolkata
C1743,19,Female,Kolkata
C1744,44,Other,Mumbai
C1745,43,Other,Chennai
C1746,58,Other,Delhi
C1747,25,Other,Chennai
C1748,54,Male,Kolkata
C1749,31,Other,Bangalore
C1750,42,Male,Kolkata
C1751,54,Male,Chennai
C1752,21,Male,Mumbai
C1753,20,Male,Chennai
C1754,19,Female,Mumbai
C1755,20,Female,Delhi
C1756,34,Male,Mumbai
C1757,54,Female,Delhi
C1758,48,Other,Chennai
C1759,29,Other,Delhi
C1760,50,Other,Mumbai
C1761,29,Male,Bangalore
C1762,19,Female,Kolkata
C1763,58,Female,Kolkata
C1764,49,Male,Delhi
C1765,18,Female,Delhi
C1766,51,Male,Mumbai
C1767,35,Female,Delhi
C1768,32,Other,Delhi
C1769,48,Other,Delhi
C1770,55,Other,Mumbai
C1771,37,Other,Bangalore
C1772,48,Other,Chennai
C1773,24,Male,Bangalore
C1774,34,Female,Delhi
C1775,45,Other,Bangalore
C1776,25,Female,Kolkata
C1777,32,Male,Kolkata
C1778,40,Male,Kolkata
C1779,56,Male,Mumbai
C1780,33,Male,Chennai
C1781,38,Female,Delhi
C1782,36,Other,Kolkata
C1783,55,Female,Kolkata
C1784,59,Other,Chennai
C1785,36,Other,Delhi
C1786,23,Other,Bangalore
C1787,41,Male,Kolkata
C1788,48,Female,Mumbai
C1789,46,Female,Chennai
C1790,33,Male,Kolkata
C1791,41,Male,Mumbai
C1792,35,Male,Delhi
C1793,30,Male,Mumbai
C1794,32,Other,Chennai
C1795,50,Male,Mumbai
C1796,51,Male,Kolkata
C1797,51,Female,Chennai
C1798,19,Other,Chennai
C1799,43,Male,Chennai
C1800,27,Male,Kolkata
C1801,23,Female,Kolkata
C1802,34,Other,Chennai
C1803,32,Female,Delhi
C1804,27,Other,Mumbai
C1805,46,Male,Mumbai
C1806,37,Male,Delhi
C1807,33,Male,Delhi
C1808,36,Female,Bangalore
C1809,48,Female,Mumbai
C1810,44,Female,Bangalore
C1811,49,Female,Bangalore
C1812,35,Other,Delhi
C1813,18,Male,Chennai
C1814,57,Female,Delhi
C1815,19,Female,Mumbai
C1816,37,Female,Mumbai
C1817,26,Male,Mumbai
C1818,50,Male,Chennai
C1819,27,Other,Chennai
C1820,59,Female,Delhi
C1821,43,Other,Delhi
C1822,20,Male,Mumbai
C1823,35,Female,Kolkata
C1824,57,Other,Delhi
C1825,29,Male,Kolkata
C1826,53,Female,Bangalore
C1827,20,Male,Delhi
C1828,34,Female,Kolkata
C1829,22,Male,Bangalore
C1830,30,Male,Delhi
C1831,48,Other,Bangalore
C1832,50,Female,Kolkata
C1833,37,Other,Bangalore
C1834,32,Male,Chennai
C1835,45,Other,Delhi
C1836,21,Male,Kolkata
C1837,53,Female,Mumbai
C1838,41,Male,Chennai
C1839,34,Female,Bangalore
C1840,43,Female,Mumbai
C1841,45,Other,Chennai
C1842,26,Other,Bangalore
C1843,25,Male,Bangalore
C1844,18,Other,Chennai
C1845,29,Female,Kolkata
C1846,56,Other,Chennai
C1847,59,Female,Bangalore
C1848,48,Other,Chennai
C1849,26,Male,Bangalore
C1850,43,Male,Bangalore
C1851,47,Male,Kolkata
C1852,23,Other,Delhi
C1853,50,Male,Kolkata
C1854,28,Female,Mumbai
C1855,60,Male,Delhi
C1856,44,Female,Chennai
C1857,44,Other,Kolkata
C1858,29,Other,Kolkata
C1859,24,Female,Bangalore
C1860,50,Male,Delhi
C1861,51,Other,Mumbai
C1862,44,Male,Delhi
C1863,60,Other,Mumbai
C1864,49,Male,Kolkata
C1865,24,Other,Delhi
C1866,53,Female,Mumbai
C1867,26,Female,Chennai
C1868,46,Female,Delhi
C1869,45,Other,Kolkata
C1870,26,Female,Bangalore
C1871,46,Male,Bangalore
C1872,59,Other,Bangalore
C1873,52,Female,Kolkata
C1874,18,Female,Mumbai
C1875,20,Male,Bangalore
C1876,51,Female,Bangalore
C1877,60,Female,Kolkata
C1878,59,Other,Bangalore
C1879,45,Male,Chennai
C1880,22,Male,Delhi
C1881,42,Other,Delhi
C1882,24,Male,Mumbai
C1883,48,Male,Delhi
C1884,26,Male,Mumbai
C1885,60,Other,Kolkata
C1886,50,Male,Kolkata
C1887,52,Male,Delhi
C1888,41,Other,Chennai
C1889,55,Female,Chennai
C1890,49,Male,Mumbai
C1891,35,Other,Bangalore
C1892,41,Other,Chennai
C1893,21,Female,Bangalore
C1894,22,Other,Kolkata
C1895,45,Other,Bangalore
C1896,50,Other,Chennai
C1897,56,Female,Bangalore
C1898,46,Female,Kolkata
C1899,37,Female,Kolkata
C1900,51,Male,Delhi
C1901,33,Female,Bangalore
C1902,46,Other,Bangalore
C1903,22,Female,Chennai
C1904,59,Male,Chennai
C1905,52,Female,Delhi
C1906,21,Female,Kolkata
C1907,56,Other,Mumbai
C1908,21,Other,Bangalore
C1909,50,Male,Chennai
C1910,60,Female,Bangalore
C1911,46,Female,Chennai
C1912,33,Female,Delhi
C1913,34,Female,Mumbai
C1914,42,Male,Kolkata
C1915,55,Male,Kolkata
C1916,54,Female,Mumbai
C1917,45,Other,Bangalore
C1918,60,Other,Bangalore
C1919,24,Female,Mumbai
C1920,47,Male,Chennai
C1921,34,Female,Bangalore
C1922,58,Female,Mumbai
C1923,28,Female,Delhi
C1924,49,Other,Chennai
C1925,27,Female,Bangalore
C1926,34,Female,Bangalore
C1927,30,Male,Kolkata
C1928,38,Male,Chennai
C1929,39,Female,Bangalore
C1930,19,Female,Delhi
C1931,43,Female,Bangalore
C1932,40,Other,Bangalore
C1933,28,Male,Bangalore
C1934,49,Female,Kolkata
C1935,59,Other,Mumbai
C1936,26,Other,Bangalore
C1937,18,Female,Delhi
C1938,56,Other,Mumbai
C1939,44,Male,Kolkata
C1940,54,Male,Kolkata
C1941,46,Other,Delhi
C1942,48,Other,Delhi
C1943,55,Male,Chennai
C1944,22,Other,Mumbai
C1945,23,Male,Mumbai
C1946,60,Male,Bangalore
C1947,53,Female,Chennai
C1948,57,Female,Chennai
C1949,48,Other,Delhi
C1950,22,Other,Delhi
C1951,44,Male,Bangalore
C1952,28,Male,Kolkata
C1953,54,Female,Mumbai
C1954,39,Female,Chennai
